Match_ID,Round,Match,Team,Player,Calculated_Score,Saves,Claims,Sweeper,Goals_Prevented,Minutes
14566856,Round 3,sporting-olympique-de-marseille,Sporting CP,Rui Silva,39,2,1,1,0.2179,90
14566856,Round 3,sporting-olympique-de-marseille,Olympique de Marseille,Gerónimo Rulli,34,5,3,0,-0.2665,90
14566900,Round 4,napoli-eintracht-frankfurt,Napoli,Vanja Milinković-Savić,33,4,0,1,0.2039,90
14566900,Round 4,napoli-eintracht-frankfurt,Eintracht Frankfurt,Michael Zetterer,13,2,0,0,0.2424,90
14566883,Round 4,sk-slavia-praha-arsenal,SK Slavia Praha,Jakub Markovič,21,5,0,1,-0.4773,90
14566883,Round 4,sk-slavia-praha-arsenal,Arsenal,David Raya,36,1,1,0,0.1209,90
14566777,Round 4,royale-union-saint-gilloise-atletico-madrid,Atlético Madrid,Jan Oblak,56,2,3,2,0.1811,90
14566777,Round 4,royale-union-saint-gilloise-atletico-madrid,Royale Union Saint-Gilloise,Kjell Scherpen,29,3,1,0,0.6575,90
14566844,Round 4,as-monaco-bodoglimt,Bodø/Glimt,Nikita Haikin,26,1,1,0,-0.3036,90
14566844,Round 4,as-monaco-bodoglimt,AS Monaco,Philipp Köhn,37,4,0,1,1.0973,90
14566766,Round 4,sporting-juventus,Juventus,Michele Di Gregorio,14,0,0,0,-0.7332,90
14566766,Round 4,sporting-juventus,Sporting CP,Rui Silva,28,8,0,0,0.3436,90
14566636,Round 4,real-madrid-liverpool,Liverpool,Giorgi Mamardashvili,26,2,0,0,0.2202,90
14566636,Round 4,real-madrid-liverpool,Real Madrid,Thibaut Courtois,45,8,0,3,0.7591,90
